x,y
2.564744820670076475e+00,3.921195415542627849e+00
2.633955459790411791e+00,3.927634847298851817e+00
2.520871560127219801e+00,3.952517370609470504e+00
2.551201564373645425e+00,4.001903228386828104e+00
2.495601137373329781e+00,4.228271590789163703e+00
2.436995380647265286e+00,3.995109855561808310e+00
2.768302551077173046e+00,3.916573384767513488e+00
2.555299874546626437e+00,3.917751686335421812e+00
2.603063958408679213e+00,4.027423171156981674e+00
2.565212481126993183e+00,3.979710961792534807e+00
2.524519159372402122e+00,4.114512760324947394e+00
2.272489845765259808e+00,3.868977819788693928e+00
2.541546893697875564e+00,3.950129669574403923e+00
2.470365168459339955e+00,3.883495122510144171e+00
2.409516555267229965e+00,3.966893000912858902e+00
2.427420183395104125e+00,3.931453138485938581e+00
2.457815321955802990e+00,3.926162030537504233e+00
3.134188371725794564e+00,3.415070825059230764e+00
3.181794268764347233e+00,3.480923454929608862e+00
2.854825928008261737e+00,3.423924530191222004e+00
3.093450096229556578e+00,3.614408644091314127e+00
3.016022727674864790e+00,3.530198243573722472e+00
3.063290557704124062e+00,3.361156222775336655e+00
2.941829027453282119e+00,3.312085344393115527e+00
2.955089692015057778e+00,3.589960609646147383e+00
3.071744140944478563e+00,3.734810486184003242e+00
3.016672766334969946e+00,3.287099156015711898e+00
3.168939930742666444e+00,3.644479316494345866e+00
2.941736903565274730e+00,3.516323551511371992e+00
3.077945147286239802e+00,3.546072393604902562e+00
3.069636692288331137e+00,3.495748612694395963e+00
2.996117629907194768e+00,3.508376470922649037e+00
2.921034402678365005e+00,3.633686234188096442e+00
3.000633168412961460e+00,3.568367298782202823e+00
2.914506636635162629e+00,3.384466100381112064e+00
2.990903274880636786e+00,3.473939847665193259e+00
3.119482381863412979e+00,3.572250815876708785e+00
3.054051442916209336e+00,3.361635487341724904e+00
2.903230619229273834e+00,3.510426916240628081e+00
2.965212202691489551e+00,3.624883354565821225e+00
3.134115381887992324e+00,3.455622897743400035e+00
3.087513560199168783e+00,3.647596866680912875e+00
3.032098522195309620e+00,3.664734367394230308e+00
3.106243330910871681e+00,3.531927535297401111e+00
3.087680320196598327e+00,3.528111285411666298e+00
2.958510784023232532e+00,3.531517272146757591e+00
3.003622266804412355e+00,3.464081883537823092e+00
3.177101956701827046e+00,3.539726587924880263e+00
3.273037758486803561e+00,3.497835692275051311e+00
3.056429555193499237e+00,3.663111723263083430e+00
3.272923012321037994e+00,3.557496565811218314e+00
2.920974152140211721e+00,3.572032739070409857e+00
2.868009729764131155e+00,3.459553663923078837e+00
3.027186692160258374e+00,3.650927371930551057e+00
3.143714152478982449e+00,3.511629090915217244e+00
3.092393131512652715e+00,3.477272314985834889e+00
3.066112488615041709e+00,3.697180589582797161e+00
3.015675960981716308e+00,3.471664596093489319e+00
2.949996522253015563e+00,3.566287654496804294e+00
3.133728872704225843e+00,3.724875371513634459e+00
3.005404578443760411e+00,3.516762326868291044e+00
2.936729325953000735e+00,3.654064060992750829e+00
2.992455127581291396e+00,3.452159011519436049e+00
3.218424078685721224e+00,3.602424560497732298e+00
3.071634280427726793e+00,3.407110363451938184e+00
3.043398661323223120e+00,3.556093500147653241e+00
2.890775548265835937e+00,3.466611290535392964e+00
2.959507822345081252e+00,3.548472111024889575e+00
2.899303713588481823e+00,3.598287166901259493e+00
3.178487471162138700e+00,3.487625553967877323e+00
2.999130336850626133e+00,3.550322582345129430e+00
3.120325198868524552e+00,3.563972628186567793e+00
3.039704609229707533e+00,3.455931388861336107e+00
2.976850280551388117e+00,3.558716086093016262e+00
3.168285053633205450e+00,3.573382951893565362e+00
2.879397074575109627e+00,3.531028672110203992e+00
2.990787925150025117e+00,3.474795632791061628e+00
2.978081133695336113e+00,3.410272430330409943e+00
2.967919567491091648e+00,3.418743620472993960e+00
2.963503747206093220e+00,3.508018649347997453e+00
3.017433968877147876e+00,3.480285854716771432e+00
2.984738852037537971e+00,3.501825820758023955e+00
3.045828220549979370e+00,3.632103518432999500e+00
3.062009005155826191e+00,3.477677211346083208e+00
3.059801571425122102e+00,3.481549964404960118e+00
2.821926282487295268e+00,3.248645273780322196e+00
2.828640470117762540e+00,3.459270182445999264e+00
2.938037418516807886e+00,3.422148688805586758e+00
3.004065717363218369e+00,3.434838747463599962e+00
2.936948496717151968e+00,3.554351780378748327e+00
3.078233497049885248e+00,3.750260432278580414e+00
3.030240741653770886e+00,3.508826826360686102e+00
2.942586603760628972e+00,3.474835271714735718e+00
2.994946872247444158e+00,3.324797276433713478e+00
2.974264237641804254e+00,3.572004899717128534e+00
2.942923569100024839e+00,3.543467956917217165e+00
3.099144043882525068e+00,3.617088492475313277e+00
3.077684179820699306e+00,3.282917142018075385e+00
2.943562330886957401e+00,3.584053498346363220e+00
3.039467553156829371e+00,3.504429764377154033e+00
3.043691862802816672e+00,3.616810002221641174e+00
3.015377074109075295e+00,3.426055258370154455e+00
2.981983690287672406e+00,3.477523566254864917e+00
3.089674528793384223e+00,3.549991551254601418e+00
3.054751968722946298e+00,3.520184597981827146e+00
2.963773284463644853e+00,3.502460810489757215e+00
3.021670555052037965e+00,3.363055631846268323e+00
3.017887037298625952e+00,3.594082168127156862e+00
2.988982206429093846e+00,3.655349834194133063e+00
3.056049061399613631e+00,3.463781145954472951e+00
2.984605461033420060e+00,3.471078631786955526e+00
3.024112045477908239e+00,3.577501552620912406e+00
2.970809010021507657e+00,3.542695640369839527e+00
3.175528863174444272e+00,3.610235029954131036e+00
3.082526444142984712e+00,3.427180358220059730e+00
2.946579582101531258e+00,3.518791543571790470e+00
2.989935205092794313e+00,3.337303241317236768e+00
2.348557684769787990e+00,4.076432941729911441e+00
2.424187252404109039e+00,4.159417968587842296e+00
2.277801339478970455e+00,4.030305519797578562e+00
2.500062611540710300e+00,3.941442736502263955e+00
2.540432482613467879e+00,3.939337570956605639e+00
2.585978319573296158e+00,4.006897506329892167e+00
2.336061260630214242e+00,3.808963521759932025e+00
2.471617007369719676e+00,4.088156524901261690e+00
2.518116928954589717e+00,4.004563142244305318e+00
2.568775365427476309e+00,3.893478625427254869e+00
2.642536573618701201e+00,3.933636401490323120e+00
2.503776469995418807e+00,3.971922962316657202e+00
2.514955648246055997e+00,3.849727603745881410e+00
2.652389489453652160e+00,4.045311968503566113e+00
2.700992749452170383e+00,4.113718108142732532e+00
2.501148066555454186e+00,3.927308763886447895e+00
2.326109161198554265e+00,3.997836310767432177e+00
2.521915909358354746e+00,4.081420226836679710e+00
2.404901734603008823e+00,4.059642253336478213e+00
2.507142980988740888e+00,3.940233309706625775e+00
2.577416184359611062e+00,4.022118989339760198e+00
2.476489446907674363e+00,4.144895739844691285e+00
2.560923940244120622e+00,3.992679548600877926e+00
2.527745747157803979e+00,4.007295214594734034e+00
2.517359305143742620e+00,4.035470492136923326e+00
2.439648196901170518e+00,3.937076338445208545e+00
2.536064889749369833e+00,4.146691190270679783e+00
2.469317816934720078e+00,3.920967248418214535e+00
2.476145449201893722e+00,3.962043782208081399e+00
2.467265547831169581e+00,4.036166495743937155e+00
2.486999510885764320e+00,3.953716931679523316e+00
2.455623308989498099e+00,3.896703913430149768e+00
2.414047883377795412e+00,3.888866847100139523e+00
2.448401409963808284e+00,3.914944712830644491e+00
2.429284140923908097e+00,3.975227412163582663e+00
2.379955949619955824e+00,3.996099824313254167e+00
2.534037056418936729e+00,3.926094064739706457e+00
2.611392258598057126e+00,3.879409607059339127e+00
2.460820534097457379e+00,3.884251451187681781e+00
2.465537283182812178e+00,3.896794849631056046e+00
2.442516504916500075e+00,3.941494561843268407e+00
2.381499812551141293e+00,3.837739948925839695e+00
2.556505981225281499e+00,4.156008829077726396e+00
2.722332772023387193e+00,3.966335453659723509e+00
2.495399706550460284e+00,3.963843413729012166e+00
2.507594743212566257e+00,3.929008030732907386e+00
2.308053347017675616e+00,3.993339134335891050e+00
2.377487428256456425e+00,3.850236948796086356e+00
2.737424855083500752e+00,3.986679641800726870e+00
2.540388073929236157e+00,4.093145187460703660e+00
2.331524115145898968e+00,4.028622160595366708e+00
2.550174521928901150e+00,4.007435481878530936e+00
2.515779805197336572e+00,3.959434978480974365e+00
2.572306069982880139e+00,3.935631873182923623e+00
2.420361594916679238e+00,4.054572907307525398e+00
2.668654447698159515e+00,3.973453103601160663e+00
2.449492158634752670e+00,4.030588572951496751e+00
2.607235614186139472e+00,4.077099347242601368e+00
2.527014553275267694e+00,3.951415755161568732e+00
2.562976318032836875e+00,3.995124152318228372e+00
2.637694916561229341e+00,3.893710593854715185e+00
2.514123168330776537e+00,4.100150392160805346e+00
2.450506370134069911e+00,3.950627530308628010e+00
2.406636570596990321e+00,3.976549990271220913e+00
2.479947504060731056e+00,4.010187343813125693e+00
2.411665114138489052e+00,4.004624530810295902e+00
2.439612510194557160e+00,3.970240203786735922e+00
2.416182957742681214e+00,3.976450531223178153e+00
2.856986777687432699e+00,4.270998060911344929e+00
2.614691785982515171e+00,4.063254211719405262e+00
2.372186263080909630e+00,3.952176434995716026e+00
2.438059433576658552e+00,4.040211605668885930e+00
2.548298705289321120e+00,4.009365616660176102e+00
2.465971527433238553e+00,3.927627429610552223e+00
2.500532168979485270e+00,4.088219365908314806e+00
2.542736124754192861e+00,4.014872737473917930e+00
2.565747973870831977e+00,4.046555341842601905e+00
2.338354870452034717e+00,3.998220867633896169e+00
2.457403924170381782e+00,3.841645531123274004e+00
2.367144744816361168e+00,3.972572922193707612e+00
2.582543046455489488e+00,3.983895837596957534e+00
2.526225081329493527e+00,3.930990494785386868e+00
2.284269729394015069e+00,4.002957729939597975e+00
2.404881853514844181e+00,4.088895781331216561e+00
2.673509586636979574e+00,3.974688338613522109e+00
2.619286412868397029e+00,4.076230359539395387e+00
2.358495546499923989e+00,3.994587003044231643e+00
2.526111776353955118e+00,4.041019712047796197e+00
2.567678684276321732e+00,4.053574620973728670e+00
2.567839895939835415e+00,3.977152549081103494e+00
2.537924376563636120e+00,3.826307919923588319e+00
2.383164930335678555e+00,4.090736115524052252e+00
2.433926140885356304e+00,4.024042678009434937e+00
2.650812707914556476e+00,3.934184617713600840e+00
2.404071536949640375e+00,3.959928281623088964e+00
2.544105657917458352e+00,3.985026430558392452e+00
2.402219307127421821e+00,3.876245087465938877e+00
2.462973843448187594e+00,3.982135333617469630e+00
2.446478717786307655e+00,3.978644062307604923e+00
2.390458508134014171e+00,4.040338429836267231e+00
